brand,tee_url,polo_url,dress_shirt_url,jeans_url,dress_pants_url,sweater_url,outerwear_url,shoes_url,site_domain,search_url_on_file,source,note
Filson,https://www.filson.com/collections/t-shirts,NC,https://www.filson.com/collections/long-sleeve-shirts,https://www.filson.com/collections/jeans,https://www.filson.com/collections/pants,https://www.filson.com/collections/sweaters,https://www.filson.com/collections/outerwear,NONE,filson.com,https://www.filson.com/catalogsearch/result/?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.filson.com","Routes: cat 4, parent 2, NC 1. Shopify; search_url_on_file /catalogsearch/result/ is dead (redirects to homepage); live search is /search?q=. Men's collections have no 'mens-' prefix tee (cat): Men's collections are unprefixed; women's are womens-*. No women tags in first 30 products || polo NC: appears not to make || dress_shirt (parent): No dress shirts; long-sleeve listing mixes button-ups with henleys/thermals/tees (parent) || jeans (cat): Small listing (2 styles) || dress_pants (parent): No dress/chino category; workwear pants incl. jeans/bibs/sweatpants (parent). /collections/flat-front-pants exists (not in nav, 2  || outerwear (cat): Includes jac-shirts and vests"
James Perse,https://www.jamesperse.com/collections/mens-t-shirts,https://www.jamesperse.com/collections/mens-polos,https://www.jamesperse.com/collections/mens-shirting,https://www.jamesperse.com/collections/mens-denim-pants,https://www.jamesperse.com/collections/mens-pants-trousers,https://www.jamesperse.com/collections/mens-sweaters-cashmere,https://www.jamesperse.com/collections/mens-jackets-outerwear,https://www.jamesperse.com/collections/mens-all-shoes,jamesperse.com,https://www.jamesperse.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.jamesperse.com","Routes: cat 7, coll 1. Shopify; /search?q= redirects to /pages/search-results (live, not gender-filtered). Many tiles show 'Join the wait list' but are live listings dress_shirt (coll): No dress-shirt category; casual button-ups. mens-shirting found via collections.json (not in nav); nav alternative is parent /coll || jeans (cat): Includes denim drawstring pants/jogger || dress_pants (cat): No dress pants; relaxed trousers used || sweater (cat): Includes knit hoodie and poncho || outerwear (cat): Includes a suede shirt-jacket and blazer"
Y.Chroma,NC,https://www.ychroma.com/collections/polo-shirts,https://www.ychroma.com/collections/shirts,https://www.ychroma.com/collections/denim-pants,https://www.ychroma.com/collections/pants,https://www.ychroma.com/collections/sweaters,https://www.ychroma.com/collections/jackets,NONE,ychroma.com,https://www.ychroma.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.ychroma.com","Routes: cat 5, NC 1, parent 1. Men's-only brand (Shopify, no women's collections); /search?q= live. Very small assortment per category tee NC: No tee listing; search is mostly button-ups (R4 junk). Only a performance 'workout shirt' in sport-tops || polo (cat): Men's-only brand; small listing (3) || dress_shirt (cat): No dress-shirt category; casual button-ups/work shirts used || jeans (cat): Single product listing || dress_pants (parent): No dress pants; technical/travel trousers incl. one jean (parent) || sweater (cat): Small listing (4) || outerwear (cat): Includes track jackets, shirt-jackets and a vest"
Madhappy,https://www.madhappy.com/collections/mens-t-shirts,NC,NONE,NC,NC,NC,https://www.madhappy.com/collections/mens-outerwear,https://www.madhappy.com/collections/mens-footwear,madhappy.com,https://www.madhappy.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.madhappy.com","Routes: NC 4, cat 3. Brand is essentially unisex (most items tagged gender-UNISEX, filed under both mens-* and womens-* collections). No jeans, trousers or polo shirts. Search URL live (www.madhappy.com/search?q=). tee (cat): R1: items tagged gender-UNISEX filed in men's category; no women's-only items || polo NC: appears not to make (men's polo shirts); only knit polo sweaters || jeans NC: appears not to make || dress_pants NC: appears not to make (no trousers/chinos; mens-pants empty) || sweater NC: gender not separable: nav Men > Knitwear contains a women's (gender-Female) item in first tiles; only 5 items. Coordinator may ove || outerwear (cat): R1: all tagged gender-Unisex; only 5 tiles || shoes (cat): R1: unisex third-party/collab sneakers sold on own store under Men > Footwear"
Kith,https://kith.com/collections/kith-tees,https://kith.com/collections/kith-tops-polo-shirts,https://kith.com/collections/kith-tops-shirts,https://kith.com/collections/kith-denim-bottoms,https://kith.com/collections/kith-bottoms-trousers,https://kith.com/collections/kith-knitwear,https://kith.com/collections/kith-outerwear,NONE,kith.com,https://kith.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: kith.com","Routes: cat 7. Kith.com is a multi-brand retailer; chose Kith-brand menu collections (kith-*) which are the men's mainline (Kith Women separate under kith-women-*). Explicit men's multi-brand collections exist (mens-apparel-tees, -tops-polo-shirts, -button-ups, -bottoms-jeans, -trousers, -sweaters, -outerwear) but lead with Essentials/Marni etc. Search URL live. tee (cat): Kith mainline (men's) menu; Kith Women is a separate line (kith-women-* collections). Multi-brand men's alternative: /collections/ || polo (cat): Handle not in nav (nav has kith-tops-polos-rugbys, which mixes rugbys/jerseys = parent); all product_type Polo Shirts. Multi-brand || dress_shirt (cat): No dress-shirt category; button-ups (all product_type Button Up Shirts, several overshirts). Multi-brand alt: /collections/mens-ap || jeans (cat): 7/8 product_type Jeans, 1 denim cargo pant. Cleaner non-nav handle /collections/kith-denim-jeans (8/8 Jeans) also works || outerwear (cat): First rows currently dominated by Kith for Yankees collab jackets (still mainline outerwear)"
Aimé Leon Dore,https://www.aimeleondore.com/collections/tees,NC,https://www.aimeleondore.com/collections/shirting,NC,https://www.aimeleondore.com/collections/pants,https://www.aimeleondore.com/collections/sweaters,https://www.aimeleondore.com/collections/outerwear,NC,aimeleondore.com,https://www.aimeleondore.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.aimeleondore.com","Routes: cat 4, NC 3, parent 1. Primarily menswear with a small women's capsule (/collections/womens, 22 items) whose items also appear in the main category collections. search_url_on_file (/search?q=) loads an empty overlay with recommendations only (no results from URL) - treat as dead. tee (cat): Main nav is men's (women's is a separate /collections/womens capsule). Tees listing also carries rugbys/thermals. Women's-tagged t || polo NC: appears not to make (woven/jersey polo shirts); no polo category; knit polos only in /collections/sweaters || dress_shirt (cat): No dress-shirt category; button-ups (casual/oxford/overshirts). No women's overlap in collection || jeans NC: no men's jeans listing; search overlay does not load from URL || dress_pants (parent): No trousers category; Pants mixes technical/track pants with trousers (parent). Tailored trousers otherwise under /collections/sui || sweater (cat): Women's-tagged Linen Knit Crewneck deep in list (pos ~16) || outerwear (cat): Currently TNF-collab heavy || shoes NC: gender not separable: women's ballet flats/trainers in first row; Refine panel has no gender filter"
Massimo Dutti,https://www.massimodutti.com/us/men/t-shirts-n1369,https://www.massimodutti.com/us/men/polos-n1407,https://www.massimodutti.com/us/men/shirts/formal-n1366,https://www.massimodutti.com/us/men/trousers/jeans-n1405,https://www.massimodutti.com/us/men/trousers-n1399,https://www.massimodutti.com/us/men/jumpers-n1384,https://www.massimodutti.com/us/men/jackets-n1372,https://www.massimodutti.com/us/men/shoes-n1420,massimodutti.com,https://www.massimodutti.com/us/search?searchTerm=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.massimodutti.com","Routes: cat 8. US store at www.massimodutti.com/us/ (no locale redirect). search_url_on_file (/us/search?searchTerm=) does not apply the term - loads empty search with 'you may be interested in' placeholders; treat as dead. tee (cat): Includes henleys (MD files them under T-shirts) || polo (cat): First row currently knit polo sweaters (autumn assortment); sub-cats polo/short-sleeved-n1409, polo/long-sleeved-n1410 also exist || dress_pants (cat): No dress-pants category: trousers listing (wool/pleated trousers plus cords/linen; jeans not in first rows). /men/tailoring-n1416  || outerwear (cat): Positions 8-9 are a mock-neck sweatshirt and cardigan (MD cross-merchandising); first 7 all jackets/coats"
Vineyard Vines,https://www.vineyardvines.com/category/Mens-Tee-Shirts,https://www.vineyardvines.com/category/mens-polos,https://www.vineyardvines.com/category/mens-casual-button-down-shirts,https://www.vineyardvines.com/category/mens-pants-denim,https://www.vineyardvines.com/category/mens-pants-chino,https://www.vineyardvines.com/category/mens-sweaters,https://www.vineyardvines.com/category/Mens-Blazers,NONE,vineyardvines.com,https://www.vineyardvines.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.vineyardvines.com","Routes: cat 7. Tiles lazy-render only on real scroll. Friends & Family sale banner on category pages (not part of URL). Search URL live (search?q=polo -> 306 items, not gender-filtered). tee (cat): Seasonal graphic long-sleeve pocket tees lead the listing || dress_shirt (cat): No dress-shirt category (sub-chips: Cotton, Performance Cotton, Linen, Oxford, Twill, Flannel); casual button-downs used || jeans (cat): Only 6 products || dress_pants (cat): No dress-pants category; chinos used. Parent /category/Mens-Pants ('Pants, Chinos & Denim') also men's || sweater (cat): First rows all quarter-zip sweaters || outerwear (cat): Odd slug: nav 'Jackets & Vests' links to /category/Mens-Blazers; blazers are separately at /category/men-blazers. Vests-heavy"
Polo Ralph Lauren,https://www.ralphlauren.com/men-clothing-t-shirts,https://www.ralphlauren.com/men-clothing-polo-shirts,https://www.ralphlauren.com/men-clothing-dress-shirts,https://www.ralphlauren.com/men-clothing-jeans,https://www.ralphlauren.com/men-clothing-pants,https://www.ralphlauren.com/men-clothing-sweaters,https://www.ralphlauren.com/men-clothing-jackets-coats-vests,https://www.ralphlauren.com/men-footwear-shoes,ralphlauren.com,https://www.ralphlauren.com/search?q=,"Live read in Chrome 2026-09-19 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json / /products/<h>.js where Shopify. Store root https://www.ralphlauren.com","Route: men's category pages, all 8, whole men's store. Domain correct (www.). Pages interleave lines in blocks of 12: first 12 tiles Polo RL, next 12 RRL (tees, jeans, outerwear) / Purple Label (dress shirts, pants, sweaters, shoes) / RLX (polos); consistent with the price-pass rule that sub-lines under the brand name count. Polo-only alternative /<cat>/r/polo-ralph-lauren holds on reload for tee, polo, dress_shirt, jeans, sweater, shoes but not pants (redirects to unfiltered) or jackets (redirects to /brands-polo-ralph-lauren-men-outerwear-cg). dress_pants = men's pants (no dress-pants cat); outerwear includes vests."
RRL,https://www.ralphlauren.com/brands-double-rl-men-shop-all-cg?prefn1=CategoryCode&prefv1=T-Shirts,NC,https://www.ralphlauren.com/brands-double-rl-men-shop-all-cg?prefn1=CategoryCode&prefv1=Dress%20Shirts,https://www.ralphlauren.com/brands-double-rl-men-shop-all-cg?prefn1=CategoryCode&prefv1=Jeans,https://www.ralphlauren.com/brands-double-rl-men-shop-all-cg?prefn1=CategoryCode&prefv1=Pants,https://www.ralphlauren.com/brands-double-rl-men-shop-all-cg?prefn1=CategoryCode&prefv1=Sweaters,https://www.ralphlauren.com/brands-double-rl-men-shop-all-cg?prefn1=CategoryCode&prefv1=Jackets%2C%20Coats%20%26%20Vests,NONE,ralphlauren.com,https://www.ralphlauren.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.ralphlauren.com","Routes: cat 5, NC 1, parent 1. RRL sold on www.ralphlauren.com (Double RL men's hub /brands-double-rl-men; women's separate at /brands-double-rl-women). No path-based RRL category pages; URLs are RRL men's shop-all + CategoryCode refinement (as used by RRL nav). /r/double-rl path refinement on RL men's categories does NOT filter (shows Polo Ralph Lauren). Search URL live. tee (cat): RRL men's shop-all with CategoryCode refinement - the same URL form the Double RL men's nav uses for Shirts/Pants/Sweaters/Outerwe || polo NC: no current RRL polo listing (Polo Shirts facet value present but empty) || dress_shirt (cat): RRL men's shop-all with CategoryCode refinement - the same URL form the Double RL men's nav uses for Shirts/Pants/Sweaters/Outerwe || jeans (cat): RRL men's shop-all with CategoryCode refinement - the same URL form the Double RL men's nav uses for Shirts/Pants/Sweaters/Outerwe || dress_pants (parent): RRL men's shop-all with CategoryCode refinement - the same URL form the Double RL men's nav uses for Shirts/Pants/Sweaters/Outerwe || sweater (cat): RRL men's shop-all with CategoryCode refinement - the same URL form the Double RL men's nav uses for Shirts/Pants/Sweaters/Outerwe || outerwear (cat): RRL men's shop-all with CategoryCode refinement - the same URL form the Double RL men's nav uses for Shirts/Pants/Sweaters/Outerwe"
J.McLaughlin,NC,https://www.jmclaughlin.com/collections/men-knits-polo-polo,https://www.jmclaughlin.com/collections/men-shirts,NC,https://www.jmclaughlin.com/collections/men-pants,https://www.jmclaughlin.com/collections/men-sweaters,https://www.jmclaughlin.com/collections/men-jackets-outerwear,https://www.jmclaughlin.com/collections/men-shoes,jmclaughlin.com,https://www.jmclaughlin.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.jmclaughlin.com","Routes: cat 6, NC 2. Headless store (not Shopify JSON; /collections.json 404) but /collections/<handle> slugs; nav from DOM. search_url_on_file works but search is unisex with non-URL filters. Tiles lazy-render ~8 per load; product names read from handles. tee NC: appears not to make (no men's tee/t-shirt category or products) || polo (cat): subcategory of men-knits-polo (Knit Polos & Quarter Zips) || dress_shirt (cat): button-up shirts (brand has no separate dress-shirt category; subs men-shirts-classic-fit / -modern-fit / -linen-shirts exist) || jeans NC: gender not separable for jeans: no men's jeans category; only fallback is parent https://www.jmclaughlin.com/collections/men-pants || dress_pants (cat): no dress-pants category; men's pants = chinos/khakis/cords (+ a few jeans) as trouser proxy || outerwear (cat): includes sport coats/blazers and vests alongside jackets"
Peter Millar,https://www.petermillar.com/c/men/tops/t-shirts,https://www.petermillar.com/c/men/tops/polos-shirts,https://www.petermillar.com/c/men/tops/button-up-shirts,https://www.petermillar.com/c/men/bottoms/denim,https://www.petermillar.com/c/men/bottoms/pants,https://www.petermillar.com/c/men/tops/sweaters,https://www.petermillar.com/c/men/outerwear/jackets-and-coats,https://www.petermillar.com/c/men/shoes,petermillar.com,https://www.petermillar.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.petermillar.com","Routes: cat 8. US store; /c/men/... category slugs read from nav. Men's style codes start with M (women's L), all tiles checked M-prefixed. search_url_on_file live. tee (cat): small category (~6 tiles) || dress_shirt (cat): button-up sport shirts; brand has no dress-shirt category || dress_pants (cat): no dress-pants category; men's pants = trousers/five-pocket chinos, also includes some denim (parent-like) || shoes (cat): parent of /shoes/sneakers and /shoes/loafers-and-boots"
Ted Baker,https://www.tedbaker.com/collections/mens-tops-1,https://www.tedbaker.com/collections/mens-polo-shirts,https://www.tedbaker.com/collections/mens-formal-smart-shirts,NC,https://www.tedbaker.com/collections/mens-trousers,https://www.tedbaker.com/collections/mens-sweaters,https://www.tedbaker.com/collections/mens-outerwear,https://www.tedbaker.com/collections/mens-shoes,tedbaker.com,https://www.tedbaker.com/us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.tedbaker.com","Routes: cat 4, coll 2, parent 1, NC 1. US store is Shopify at https://www.tedbaker.com/ (Shopify.country=US, USD); /us path is 404 so search_url_on_file https://www.tedbaker.com/us/search?q= is dead (use https://www.tedbaker.com/search?q=). tee (parent): no tee-only collection (collections.json has none); tops = tees + polos mixed || polo (coll): collection found via collections.json (not linked in nav; nav offers mens-tops-1 Tops & T-Shirts) || dress_shirt (coll): found via collections.json (nav links parent mens-shirts) || jeans NC: appears not to make as a category (only ~3 jeans inside men's pants); no men's jeans listing || dress_pants (cat): trousers incl. chinos and suit trousers (a few jeans deep in list) || sweater (cat): knitwear category mixed with knitted polos and a couple of sweatshirts at top"
Scotch & Soda,https://www.scotchandsoda.com/collections/men-clothing-t-shirts-polos,https://www.scotchandsoda.com/collections/men-clothing-t-shirts-polos,https://www.scotchandsoda.com/collections/men-clothing-shirts,https://www.scotchandsoda.com/collections/men-clothing-jeans,https://www.scotchandsoda.com/collections/men-clothing-pants,https://www.scotchandsoda.com/collections/men-clothing-sweaters-cardigans,https://www.scotchandsoda.com/collections/men-clothing-outerwear,https://www.scotchandsoda.com/collections/men-footwear,scotchandsoda.com,https://www.scotch-soda.com/us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.scotchandsoda.com","Routes: cat 6, parent 2. US store is Shopify www.scotchandsoda.com (Shopify.country=US); scotch-soda.com/us redirects to scotchandsoda.com/us/ which is 404, so search_url_on_file (scotch-soda.com/us/search?q=) is dead; use https://www.scotchandsoda.com/search?q=. products.json tags gender:men on all checked. Store also has men-highlights-unisex collection but none surfaced in checked tiles. tee (parent): tees + polos mixed (no tee-only collection); mostly tees || polo (parent): no polo-only collection in collections.json; T-Shirts & Polos combined category, tees dominate top rows || dress_shirt (cat): casual button-ups (brand has no dress-shirt category); includes short-sleeve and an overshirt || dress_pants (cat): no dress pants; chinos proxy, category also includes joggers/sweatpants || sweater (cat): knitwear with a few hoodies/sweatshirts mixed in top rows || outerwear (cat): includes overshirts || shoes (cat): all sneakers (footwear range is sneakers)"
NN07,https://www.nn07.com/en/us/t-shirts/short-sleeve,https://www.nn07.com/en/us/t-shirts/polos,https://www.nn07.com/en/us/shirts/classic,https://www.nn07.com/en/us/pants/jeans,https://www.nn07.com/en/us/pants/dress,https://www.nn07.com/en/us/knitwear,https://www.nn07.com/en/us/jackets,NONE,nn07.com,https://www.nn07.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.nn07.com","Routes: cat 7. Men's-only brand. US store at https://www.nn07.com/en/us/ (site_domain nn07.com ok; the /en/us/ locale path is required). Nav categories are only in DOM after opening the menu. search_url_on_file https://www.nn07.com/search?q= is dead (blank page, no products); store lives under /en/us/. tee (cat): men's-only brand; parent /en/us/t-shirts mixes tees+polos+tanks, long-sleeve tees at /t-shirts/long-sleeve || polo (cat): men's-only brand; small category (5 tiles) || dress_shirt (cat): men's-only brand; classic button-downs (no 'dress shirt' label); siblings casual/denim/flannel || jeans (cat): men's-only brand; /en/us/denim is a featured denim edit (includes shirts, jackets, tote, cap) - not used || dress_pants (cat): men's-only brand || sweater (cat): men's-only brand || outerwear (cat): men's-only brand; subs coats/denim/leather/light/wool exist"
Samsøe Samsøe,https://www.samsoe.com/en-US/category/men/clothing/tops-t-shirts/short-sleeved-tops,https://www.samsoe.com/en-US/category/men/clothing/tops-t-shirts/polos,https://www.samsoe.com/en-US/category/men/clothing/shirts/long-sleeved-shirts,https://www.samsoe.com/en-US/category/men/clothing/jeans,https://www.samsoe.com/en-US/category/men/clothing/trousers,https://www.samsoe.com/en-US/category/men/clothing/knitwear,https://www.samsoe.com/en-US/category/men/clothing/jackets-coats,https://www.samsoe.com/en-US/category/men/accessories/shoes,samsoe.com,https://www.samsoe.com/en-US/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.samsoe.com","Routes: cat 8. US store at https://www.samsoe.com/en-US/ (en-US locale path; prices in $). No store_used_price_pass on file. search_url_on_file https://www.samsoe.com/en-US/search?q= is live (returns tiles) but unisex. Men's/women's split by /category/men/ paths; product slugs carry no gender, men's checked by style names. tee (cat): mostly tees, one SS polo in row 2; parent /tops-t-shirts also all tees in first rows || dress_shirt (cat): button-ups (brand has no dress-shirt category); parent /shirts includes overshirts & short-sleeve || dress_pants (cat): trousers (no separate dress-pants category) || sweater (cat): includes knit polo and cardigans || outerwear (cat): includes vests || shoes (cat): filed under men > accessories > shoes; some styles may be unisex (R1)"
Les Deux,https://lesdeux.us/collections/clothing-t-shirts,https://lesdeux.us/collections/clothing-shirts-polo,https://lesdeux.us/collections/clothing-shirts-classic,https://lesdeux.us/collections/clothing-pants-jeans,https://lesdeux.us/collections/clothing-pants-suit-pants,https://lesdeux.us/collections/clothing-knitwear,https://lesdeux.us/collections/clothing-outerwear,https://lesdeux.us/collections/accessories-shoes,lesdeux.us,https://lesdeux.us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: lesdeux.us","Routes: cat 8. men's-only brand (separate kids line under /collections/kids, not in these listings); Shopify-style /collections paths but collections.json 404s; search_url_on_file not tested/assumed live tee (cat): one tank top in listing || polo (cat): mostly knitted polos || dress_shirt (cat): brand has no dress-shirt category; 'Classic Shirts' = button-ups (subnav of Shirts & Overshirts) || sweater (cat): knitwear includes knitted polos and a knit overshirt"
Norse Projects,https://norseprojects.com/collections/t-shirts,https://norseprojects.com/search?q=polo,https://norseprojects.com/collections/shirting,NC,https://norseprojects.com/collections/trousers,https://norseprojects.com/collections/knitwear,https://norseprojects.com/collections/outerwear,NONE,norseprojects.com,https://www.norseprojects.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: norseprojects.com","Routes: coll 5, search 1, NC 1. www.norseprojects.com redirects to norseprojects.com; USD pricing; men's-only (no women's line in nav, 0/250 products tagged women); search_url_on_file live tee (coll): men's-only brand || polo (search): no polo collection (knit polos live inside knitwear); men's-only brand so plain search is men's-only; search results all polos || dress_shirt (coll): brand has no dress-shirt category; Shirting = casual button-ups || jeans NC: no jeans category; search returns mostly non-jeans (R4 fuzzy) - gender not the issue || dress_pants (coll): no dress-pants category; Trousers = chinos/trousers (also includes a couple of denim/5-pocket) || sweater (coll): includes knit polos/knit jackets"
Vollebak,https://vollebak.com/en-us/collections/t-shirts-and-tops,NC,https://vollebak.com/en-us/collections/shirts,NC,https://vollebak.com/en-us/collections/pants,https://vollebak.com/en-us/collections/knitwear,https://vollebak.com/en-us/collections/coats-jackets,NONE,vollebak.com,https://vollebak.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: vollebak.com","Routes: cat 4, NC 2, parent 1. US store at vollebak.com/en-us (www redirects); USD; no gender split - effectively men's-only (0 women-tagged products); search_url_on_file vollebak.com/search works via /en-us/search tee (cat): 'T-shirts + tops' but first tiles all tees; no gender split on site (menswear-sized, no women's line) || polo NC: no polo category; search fuzzy (R4) - effectively a single product || dress_shirt (cat): no dress-shirt category; Shirts = technical button-ups || jeans NC: no jeans category; search fuzzy (R4) || dress_pants (parent): no dress-pants category; Pants parent mixes suit pants, chinos, jeans, technical pants || sweater (cat): knitwear listing mixes knit accessories (beanies/scarves) into first 8 tiles"
Stone Island,https://www.stoneisland.com/en-us/collection/polos-and-t-shirts,https://www.stoneisland.com/en-us/collection/polos-and-t-shirts,NC,NC,https://www.stoneisland.com/en-us/collection/pants-and-shorts,https://www.stoneisland.com/en-us/collection/knitwear,https://www.stoneisland.com/en-us/collection/coats-and-jackets,NONE,stoneisland.com,https://www.stoneisland.com/en-us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.stoneisland.com","Routes: parent 3, NC 2, cat 2. men's-only brand (US store www.stoneisland.com/en-us); nav menu JS-rendered behind Menu button; search_url_on_file /en-us/search?q= renders blank (dead); subcategory paths under polos-and-t-shirts render empty tee (parent): mixed Polos & T-shirts (no separate tee category; /polos-and-t-shirts/t-shirts renders empty) || polo (parent): mixed Polos & T-shirts; polos a minority of first tiles; /polos-and-t-shirts/polos renders empty || dress_shirt NC: appears not to make dress shirts; only listing is overshirts/shirt-jackets (candidate https://www.stoneisland.com/en-us/collection || jeans NC: no stable jeans category; search dead || dress_pants (parent): no dress pants; Pants & Shorts parent = mostly cargo/chino pants"
A Bathing Ape,https://us.bape.com/collections/mens-t-shirts,NC,https://us.bape.com/collections/category-clothing-shirt/gender-men,https://us.bape.com/search?q=denim+pants&filter.p.m.product_ext.gender=MEN,NONE,NONE,https://us.bape.com/collections/category-clothing-jacket/gender-men,https://us.bape.com/collections/category-clothing-footwear/gender-men,us.bape.com,https://us.bape.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: us.bape.com","Routes: cat 3, coll 1, NC 1, search 1. Shopify; men's categories are tag pages /collections/category-clothing-*/gender-men (from nav); SKU prefixes 1M/1L both appear under MENS titles; search_url_on_file live, gender filter param filter.p.m.product_ext.gender=MEN polo NC: no polo category; search fuzzy (R4) and includes kids item || dress_shirt (cat): no dress-shirt category; casual button-ups (incl. SS/baseball shirts); Shopify tag page (nav link uses gender=MEN form; gender-men || jeans (search): no jeans category (men's bottoms tag page is mostly sweatpants/track pants); men's-filtered search is mostly jeans plus a trucker "
Canada Goose,https://www.canadagoose.com/en-us/collections/mens-t-shirts,https://www.canadagoose.com/en-us/search?q=polo&filter.p.m.details.gender=gid%3A%2F%2Fshopify%2FFilterSettingGroup%2F163512544,NONE,NONE,NC,https://www.canadagoose.com/en-us/collections/mens-knitwear,https://www.canadagoose.com/en-us/collections/mens-parkas,NONE,canadagoose.com,https://www.canadagoose.com/us/en/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.canadagoose.com","Routes: cat 3, search 1, NC 1. US store is www.canadagoose.com/en-us (Shopify; /us/en/ path from old site 404s; nav hrefs are root /collections/... which resolve to /en-us); search_url_on_file https://www.canadagoose.com/us/en/search?q= is DEAD (404) - live search is /en-us/search?q= tee (cat): includes a few polos and LS shirts || polo (search): no polo category (polos sit in mens-t-shirts/mens-tops/knitwear); men-filtered search: 6 of first 8 are polos, tail is tees/shirts || dress_pants NC: appears not to make dress pants/chinos; bottoms are joggers, technical pants, shorts || sweater (cat): knitwear includes knit vests/hybrid knit jackets || outerwear (cat): mens-outerwear (broader) FAILS: rendered tile 6 is Scout Jacket 1767W (tagged gender:female) even though not in its products.json;"
